259,313
235,332
230,349
235,370
243,388
243,418
211,446
182,458
182,465
196,464
172,466
182,476
195,478
199,477
199,474
199,475
201,473
204,473
199,478
201,478
206,478
209,477
213,477
218,474
225,471
232,469
239,461
248,456
260,449
263,439
270,423
273,411
276,405
278,396
280,387
281,379
285,370
288,366
291,362
295,357
299,355
